kSW,kGHZ,kBell,kA,kD,rateSum,rateGHZ,rateBell
25,6,19,1,9,3.36444709406648,0,3.36444709406648
25,7,18,1,9,3.36444709406648,0,3.36444709406648
25,8,17,2,8,3.04053154598035,0.104965717735598,2.93556582824475
25,9,16,2,8,3.04053154598035,0.104965717735598,2.93556582824475
25,10,15,2,7,2.62421520982595,0.104965717735598,2.51924949209035
25,11,14,2,7,2.62421520982595,0.104965717735598,2.51924949209035
25,12,13,3,6,2.5290375042862,0.437841411086494,2.09119609319971
25,13,12,3,6,2.5290375042862,0.437841411086494,2.09119609319971
25,14,11,3,5,2.08859274482884,0.437841411086494,1.65075133374235
25,15,10,3,5,2.08859274482884,0.437841411086494,1.65075133374235
25,16,9,4,4,1.91045837844669,0.662067582927986,1.24839079551871
25,17,8,4,4,1.91045837844669,0.662067582927986,1.24839079551871
25,18,7,4,3,1.52582812755938,0.662067582927986,0.863760544631394
25,19,6,4,3,1.52582812755938,0.662067582927986,0.863760544631394
25,20,5,5,2,1.44942191870245,1.01515032056141,0.434271598141036
25,21,4,5,2,1.44942191870245,1.01515032056141,0.434271598141036
25,22,3,5,1,1.12799685178216,1.01515032056141,0.112846531220752
25,23,2,5,1,1.12799685178216,1.01515032056141,0.112846531220752
25,24,1,6,0,1.27640809209351,1.27640809209351,0
25,25,0,6,0,1.27640809209351,1.27640809209351,0
26,0,26,0,13,5.08559952044954,0,5.08559952044954
26,1,25,0,12,4.65444965661245,0,4.65444965661245
26,2,24,0,12,4.65444965661245,0,4.65444965661245
26,3,23,0,11,4.22456767350208,0,4.22456767350208
26,4,22,1,11,4.22456767350208,0,4.22456767350208
26,5,21,1,10,3.80590490351194,0,3.80590490351194
26,6,20,1,10,3.80590490351194,0,3.80590490351194
26,7,19,1,9,3.36444709406648,0,3.36444709406648
26,8,18,2,9,3.46941281180208,0.104965717735598,3.36444709406648
26,9,17,2,8,3.04053154598035,0.104965717735598,2.93556582824475
26,10,16,2,8,3.04053154598035,0.104965717735598,2.93556582824475
26,11,15,2,7,2.62421520982595,0.104965717735598,2.51924949209035
26,12,14,3,7,2.95709090317684,0.437841411086494,2.51924949209035
26,13,13,3,6,2.5290375042862,0.437841411086494,2.09119609319971
26,14,12,3,6,2.5290375042862,0.437841411086494,2.09119609319971
26,15,11,3,5,2.08859274482884,0.437841411086494,1.65075133374235
26,16,10,4,5,2.31281891667033,0.662067582927986,1.65075133374235
26,17,9,4,4,1.91045837844669,0.662067582927986,1.24839079551871
26,18,8,4,4,1.91045837844669,0.662067582927986,1.24839079551871
26,19,7,4,3,1.52582812755938,0.662067582927986,0.863760544631394
26,20,6,5,3,1.87891086519281,1.01515032056141,0.863760544631394
26,21,5,5,2,1.44942191870245,1.01515032056141,0.434271598141036
26,22,4,5,2,1.44942191870245,1.01515032056141,0.434271598141036
26,23,3,5,1,1.12799685178216,1.01515032056141,0.112846531220752
26,24,2,6,1,1.38925462331427,1.27640809209351,0.112846531220752
26,25,1,6,0,1.27640809209351,1.27640809209351,0
26,26,0,6,0,1.27640809209351,1.27640809209351,0
27,0,27,0,13,5.08559952044954,0,5.08559952044954
27,1,26,0,13,5.08559952044954,0,5.08559952044954
27,2,25,0,12,4.65444965661245,0,4.65444965661245
27,3,24,0,12,4.65444965661245,0,4.65444965661245
27,4,23,1,11,4.22456767350208,0,4.22456767350208
27,5,22,1,11,4.22456767350208,0,4.22456767350208
27,6,21,1,10,3.80590490351194,0,3.80590490351194
27,7,20,1,10,3.80590490351194,0,3.80590490351194
27,8,19,2,9,3.46941281180208,0.104965717735598,3.36444709406648
27,9,18,2,9,3.46941281180208,0.104965717735598,3.36444709406648
27,10,17,2,8,3.04053154598035,0.104965717735598,2.93556582824475
27,11,16,2,8,3.04053154598035,0.104965717735598,2.93556582824475
27,12,15,3,7,2.95709090317684,0.437841411086494,2.51924949209035
27,13,14,3,7,2.95709090317684,0.437841411086494,2.51924949209035
27,14,13,3,6,2.5290375042862,0.437841411086494,2.09119609319971
27,15,12,3,6,2.5290375042862,0.437841411086494,2.09119609319971
27,16,11,4,5,2.31281891667033,0.662067582927986,1.65075133374235
27,17,10,4,5,2.31281891667033,0.662067582927986,1.65075133374235
27,18,9,4,4,1.91045837844669,0.662067582927986,1.24839079551871
27,19,8,4,4,1.91045837844669,0.662067582927986,1.24839079551871
27,20,7,5,3,1.87891086519281,1.01515032056141,0.863760544631394
27,21,6,5,3,1.87891086519281,1.01515032056141,0.863760544631394
27,22,5,5,2,1.44942191870245,1.01515032056141,0.434271598141036
27,23,4,5,2,1.44942191870245,1.01515032056141,0.434271598141036
27,24,3,6,1,1.38925462331427,1.27640809209351,0.112846531220752
27,25,2,6,1,1.38925462331427,1.27640809209351,0.112846531220752
27,26,1,6,0,1.27640809209351,1.27640809209351,0
27,27,0,6,0,1.27640809209351,1.27640809209351,0
28,0,28,0,14,5.53359354043694,0,5.53359354043694
28,1,27,0,13,5.08559952044954,0,5.08559952044954
28,2,26,0,13,5.08559952044954,0,5.08559952044954
28,3,25,0,12,4.65444965661245,0,4.65444965661245
28,4,24,1,12,4.65444965661245,0,4.65444965661245
28,5,23,1,11,4.22456767350208,0,4.22456767350208
28,6,22,1,11,4.22456767350208,0,4.22456767350208
28,7,21,1,10,3.80590490351194,0,3.80590490351194
28,8,20,2,10,3.91087062124754,0.104965717735598,3.80590490351194
28,9,19,2,9,3.46941281180208,0.104965717735598,3.36444709406648
28,10,18,2,9,3.46941281180208,0.104965717735598,3.36444709406648
28,11,17,2,8,3.04053154598035,0.104965717735598,2.93556582824475
28,12,16,3,8,3.37340723933124,0.437841411086494,2.93556582824475
28,13,15,3,7,2.95709090317684,0.437841411086494,2.51924949209035
28,14,14,3,7,2.95709090317684,0.437841411086494,2.51924949209035
28,15,13,3,6,2.5290375042862,0.437841411086494,2.09119609319971
28,16,12,4,6,2.7532636761277,0.662067582927986,2.09119609319971
28,17,11,4,5,2.31281891667033,0.662067582927986,1.65075133374235
28,18,10,4,5,2.31281891667033,0.662067582927986,1.65075133374235
28,19,9,4,4,1.91045837844669,0.662067582927986,1.24839079551871
28,20,8,5,4,2.26354111608012,1.01515032056141,1.24839079551871
28,21,7,5,3,1.87891086519281,1.01515032056141,0.863760544631394
28,22,6,5,3,1.87891086519281,1.01515032056141,0.863760544631394
28,23,5,5,2,1.44942191870245,1.01515032056141,0.434271598141036
28,24,4,6,2,1.71067969023455,1.27640809209351,0.434271598141036
28,25,3,6,1,1.38925462331427,1.27640809209351,0.112846531220752
28,26,2,6,1,1.38925462331427,1.27640809209351,0.112846531220752
28,27,1,6,0,1.27640809209351,1.27640809209351,0
28,28,0,7,0,1.62259446318465,1.62259446318465,0
29,0,29,0,14,5.53359354043694,0,5.53359354043694
29,1,28,0,14,5.53359354043694,0,5.53359354043694
29,2,27,0,13,5.08559952044954,0,5.08559952044954
29,3,26,0,13,5.08559952044954,0,5.08559952044954
29,4,25,1,12,4.65444965661245,0,4.65444965661245
29,5,24,1,12,4.65444965661245,0,4.65444965661245
29,6,23,1,11,4.22456767350208,0,4.22456767350208
29,7,22,1,11,4.22456767350208,0,4.22456767350208
29,8,21,2,10,3.91087062124754,0.104965717735598,3.80590490351194
29,9,20,2,10,3.91087062124754,0.104965717735598,3.80590490351194
29,10,19,2,9,3.46941281180208,0.104965717735598,3.36444709406648
29,11,18,2,9,3.46941281180208,0.104965717735598,3.36444709406648
29,12,17,3,8,3.37340723933124,0.437841411086494,2.93556582824475
29,13,16,3,8,3.37340723933124,0.437841411086494,2.93556582824475
29,14,15,3,7,2.95709090317684,0.437841411086494,2.51924949209035
29,15,14,3,7,2.95709090317684,0.437841411086494,2.51924949209035
29,16,13,4,6,2.7532636761277,0.662067582927986,2.09119609319971
29,17,12,4,6,2.7532636761277,0.662067582927986,2.09119609319971
29,18,11,4,5,2.31281891667033,0.662067582927986,1.65075133374235
